city,city_ascii,lat,lng,country,iso2,iso3,admin_name,capital,population,id
Huizhou,Huizhou,23.08,114.4,China,CN,CHN,Guangdong,minor,289201,1156203268
Karīmnagar,Karimnagar,18.4604,79.11,India,IN,IND,Telangana,,288251,1356578937
Tirupati,Tirupati,13.6504,79.42,India,IN,IND,Andhra Pradesh,,287035,1356362995
Hospet,Hospet,15.2804,76.375,India,IN,IND,Karnātaka,,286007,1356241463
Rangpur,Rangpur,25.75,89.28,Bangladesh,BD,BGD,Rangpur,admin,285564,1050667437
Mandya,Mandya,12.5704,76.92,India,IN,IND,Karnātaka,,285034,1356039212
Bago,Bago,17.32,96.515,Burma,MM,MMR,Bago,admin,284318,1104027443
Iksan,Iksan,35.941,126.9454,"Korea, South",KR,KOR,Jeonbuk,,283501,1410134391
Alwar,Alwar,27.5454,76.6049,India,IN,IND,Rājasthān,,283228,1356570855
Cadiz,Cadiz,10.9587,123.3086,Philippines,PH,PHL,Negros Occidental,,283157,1608224037
Aizawl,Aizawl,23.7104,92.72,India,IN,IND,Mizoram,admin,283021,1356342768
Kupang,Kupang,-10.1787,123.583,Indonesia,ID,IDN,Nusa Tenggara Timur,admin,282396,1360696757
Tongchuanshi,Tongchuanshi,35.08,109.03,China,CN,CHN,Shaanxi,,282258,1156606433
Jining,Jining,41.03,113.08,China,CN,CHN,Inner Mongolia,,281716,1156261326
Tacloban,Tacloban,11.2504,125,Philippines,PH,PHL,Tacloban,admin,280006,1608710592
Xinzhou,Xinzhou,38.4104,112.72,China,CN,CHN,Shanxi,minor,279607,1156617534
Cotabato,Cotabato,7.2169,124.2484,Philippines,PH,PHL,Cotabato,admin,279519,1608753128
Sukabumi,Sukabumi,-6.9096,106.9,Indonesia,ID,IDN,Jawa Barat,,276414,1360447543
Jinshi,Jinshi,29.6321,111.8517,China,CN,CHN,Hunan,minor,274000,1156062960
Ubon Ratchathani,Ubon Ratchathani,15.25,104.83,Thailand,TH,THA,Ubon Ratchathani,admin,273893,1764611048
Majene,Majene,-3.5336,118.966,Indonesia,ID,IDN,Sulawesi Barat,minor,272377,1360498576
Yamagata,Yamagata,38.2705,140.32,Japan,JP,JPN,Yamagata,admin,272209,1392300081
Pekalongan,Pekalongan,-6.8796,109.67,Indonesia,ID,IDN,Jawa Tengah,,272000,1360039434
Tasikmalaya,Tasikmalaya,-7.3254,108.2147,Indonesia,ID,IDN,Jawa Barat,,271143,1360027771
Bijāpur,Bijapur,16.8354,75.71,India,IN,IND,Karnātaka,,271064,1356499139
Mokpo,Mokpo,34.8068,126.3958,"Korea, South",KR,KOR,Jeonnam,minor,268402,1410279439
Tebingtinggi,Tebingtinggi,3.3304,99.13,Indonesia,ID,IDN,Sumatera Utara,,268043,1360386781
Padangsidempuan,Padangsidempuan,1.3887,99.2734,Indonesia,ID,IDN,Sumatera Utara,,266882,1360506609
Myeik,Myeik,12.4541,98.6115,Burma,MM,MMR,Taninthayi,,266720,1104715655
Imphal,Imphal,24.8,93.95,India,IN,IND,Manipur,admin,264986,1356107172
Hotan,Hotan,37.0997,79.9269,China,CN,CHN,Xinjiang,minor,261730,1156111844
Zhuanghe,Zhuanghe,39.6823,122.9619,China,CN,CHN,Liaoning,,261510,1156410076
Nonthaburi,Nonthaburi,13.8337,100.4833,Thailand,TH,THA,Nonthaburi,admin,258550,1764667935
Etāwah,Etawah,26.7855,79.015,India,IN,IND,Uttar Pradesh,,257448,1356241312
Ấp Đa Lợi,Ap Da Loi,11.9304,108.42,Vietnam,VN,VNM,Lâm Đồng,,256019,1704613422
Rāichūr,Raichur,16.2104,77.355,India,IN,IND,Karnātaka,,255240,1356217280
Turpan,Turpan,42.9354,89.165,China,CN,CHN,Xinjiang,minor,254900,1156573684
Chuxiong,Chuxiong,25.0364,101.5456,China,CN,CHN,Yunnan,,254370,1156225985
Cirebon,Cirebon,-6.7333,108.5666,Indonesia,ID,IDN,Jawa Barat,,254298,1360011375
Pathānkot,Pathankot,32.2703,75.72,India,IN,IND,Punjab,,253987,1356878237
Chīrāla,Chirala,15.8604,80.34,India,IN,IND,Andhra Pradesh,,253000,1356100300
Suihua,Suihua,46.6304,126.98,China,CN,CHN,Heilongjiang,minor,252245,1156235493
Linhai,Linhai,28.85,121.12,China,CN,CHN,Zhejiang,,251759,1156451663
Khon Kaen,Khon Kaen,16.42,102.83,Thailand,TH,THA,Khon Kaen,admin,251056,1764003406
Sonīpat,Sonipat,29,77.02,India,IN,IND,Haryāna,,250521,1356648808
Laiyang,Laiyang,36.9684,120.7084,China,CN,CHN,Shandong,,250000,1156207330
Jaffna,Jaffna,9.675,80.005,Sri Lanka,LK,LKA,Northern,admin,250000,1144005506
Quảng Ngãi,Quang Ngai,15.1504,108.83,Vietnam,VN,VNM,Quảng Ngãi,admin,250000,1704029499
Vũng Tàu,Vung Tau,10.3554,107.085,Vietnam,VN,VNM,Bà Rịa-Vũng Tàu,admin,248767,1704581438
Fukui,Fukui,36.0704,136.22,Japan,JP,JPN,Fukui,admin,248707,1392897510
Singkawang,Singkawang,0.912,108.9655,Indonesia,ID,IDN,Kalimantan Barat,,248012,1360906363
Udon Thani,Udon Thani,17.4048,102.7893,Thailand,TH,THA,Udon Thani,admin,247231,1764676047
Mirzāpur,Mirzapur,25.1454,82.57,India,IN,IND,Uttar Pradesh,,245817,1356427908
Shinozaki,Shinozaki,33.9654,130.9454,Japan,JP,JPN,Fukuoka,,245786,1392516557
Qinzhou,Qinzhou,21.9504,108.62,China,CN,CHN,Guangxi,minor,245376,1156106602
Hebi,Hebi,35.9504,114.22,China,CN,CHN,Henan,,244662,1156114258
Thủ Dầu Một,Thu Dau Mot,10.9691,106.6527,Vietnam,VN,VNM,Bình Dương,admin,244277,1704890399
Kunsan,Kunsan,35.9818,126.716,"Korea, South",KR,KOR,Jeonbuk,,244080,1410913202
Jessore,Jessore,23.1704,89.2,Bangladesh,BD,BGD,Khulna,,243987,1050244487
Wŏnju,Wonju,37.3551,127.9396,"Korea, South",KR,KOR,Gangwon,,243387,1410782685
Nam Định,Nam Dinh,20.42,106.2,Vietnam,VN,VNM,Nam Định,admin,243186,1704906277
Hāpur,Hapur,28.7437,77.7628,India,IN,IND,Uttar Pradesh,,242920,1356820012
Ulanhot,Ulanhot,46.08,122.08,China,CN,CHN,Inner Mongolia,,241894,1156182060
Fuzhou,Fuzhou,27.9703,116.36,China,CN,CHN,Jiangxi,,241104,1156915325
San Pablo,San Pablo,14.0696,121.3226,Philippines,PH,PHL,Laguna,,240830,1608801564
Hachimanchō,Hachimancho,40.51,141.54,Japan,JP,JPN,Aomori,,239046,1392220933
Sato,Sato,33.1631,129.7177,Japan,JP,JPN,Nagasaki,,237444,1392043131
Taiping,Taiping,4.865,100.72,Malaysia,MY,MYS,Perak,,237095,1458446120
Pathein,Pathein,16.7704,94.75,Burma,MM,MMR,Ayeyawady,admin,237089,1104832430
Tegal,Tegal,-6.8696,109.12,Indonesia,ID,IDN,Jawa Tengah,,237084,1360035814
Yidu,Yidu,30.3004,111.5,China,CN,CHN,Hubei,,237042,1156230664
Sylhet,Sylhet,24.9036,91.8736,Bangladesh,BD,BGD,Sylhet,admin,237000,1050646703
Dera Ghazi Khan,Dera Ghazi Khan,30.0604,70.6351,Pakistan,PK,PAK,Punjab,minor,236093,1586002238
Sahiwal,Sahiwal,30.6717,73.1118,Pakistan,PK,PAK,Punjab,minor,235695,1586672083
Kediri,Kediri,-7.7896,112,Indonesia,ID,IDN,Jawa Timur,,235143,1360498846
Porbandar,Porbandar,21.67,69.67,India,IN,IND,Gujarāt,,234684,1356634492
Singaraja,Singaraja,-8.1152,115.0944,Indonesia,ID,IDN,Bali,minor,234468,1360426282
Nakhon Si Thammarat,Nakhon Si Thammarat,8.4,99.97,Thailand,TH,THA,Nakhon Si Thammarat,admin,232335,1764409111
Heṭauḍā,Hetauda,27.4167,85.0334,Nepal,NP,NPL,,admin,232334,1524551914
Saidpur,Saidpur,25.8004,89,Bangladesh,BD,BGD,Rangpur,,232209,1050512022
Xiulin,Xiulin,29.7004,112.4,China,CN,CHN,Hubei,,231787,1156284109
Zhangye,Zhangye,38.93,100.45,China,CN,CHN,Gansu,minor,230728,1156180353
Nawabshah,Nawabshah,26.2454,68.4,Pakistan,PK,PAK,Sindh,minor,229504,1586294005
Bharatpur,Bharatpur,27.2504,77.5,India,IN,IND,Rājasthān,,229384,1356168278
Beipiao,Beipiao,41.81,120.76,China,CN,CHN,Liaoning,,228515,1156378599
Miri,Miri,4.3999,113.9845,Malaysia,MY,MYS,Sarawak,,228212,1458079883
Puducherry,Puducherry,11.935,79.83,India,IN,IND,Puducherry,admin,227411,1356368903
Liaocheng,Liaocheng,36.4304,115.97,China,CN,CHN,Shandong,minor,226930,1156006600
Tanjungpinang,Tanjungpinang,0.9168,104.4714,Indonesia,ID,IDN,Kepulauan Riau,admin,226666,1360990589
Chon Buri,Chon Buri,13.4004,101,Thailand,TH,THA,Chon Buri,admin,226618,1764202077
Chuncheon,Chuncheon,37.8747,127.7342,"Korea, South",KR,KOR,Gangwon,admin,226509,1410231130
Monywa,Monywa,22.105,95.15,Burma,MM,MMR,Sagaing,,226222,1104777345
Karnāl,Karnal,29.6804,76.97,India,IN,IND,Haryāna,,225049,1356145204
Bạc Liêu,Bac Lieu,9.2804,105.72,Vietnam,VN,VNM,Bạc Liêu,admin,225000,1704298745
Minamiōzuma,Minamiozuma,36.2404,137.97,Japan,JP,JPN,Nagano,,224926,1392373962
Nāgercoil,Nagercoil,8.1804,77.43,India,IN,IND,Tamil Nādu ,,224329,1356051733
Okara,Okara,30.8104,73.45,Pakistan,PK,PAK,Punjab,minor,223648,1586880900
Nārāyanganj,Narayanganj,23.6204,90.5,Bangladesh,BD,BGD,Dhaka,,223622,1050424421
Hancheng,Hancheng,35.4704,110.43,China,CN,CHN,Shaanxi,,222135,1156265838
Cabanatuan City,Cabanatuan City,15.5021,120.9617,Philippines,PH,PHL,Nueva Ecija,,220250,1608247694
Lhasa,Lhasa,29.645,91.1,China,CN,CHN,Tibet,admin,219599,1156369972
Tanjore,Tanjore,10.7704,79.15,India,IN,IND,Tamil Nādu ,,219571,1356599194
Wuhai,Wuhai,39.6647,106.8122,China,CN,CHN,Inner Mongolia,minor,218427,1156575615
Sibolga,Sibolga,1.75,98.8,Indonesia,ID,IDN,Sumatera Utara,,217312,1360021193
Gilgit,Gilgit,35.9171,74.3,Pakistan,PK,PAK,Gilgit-Baltistan,minor,216760,1586284242
Nanping,Nanping,26.6304,118.17,China,CN,CHN,Fujian,minor,213054,1156927445
Pāli,Pali,25.7904,73.3299,India,IN,IND,Rājasthān,,210103,1356212172
Thái Bình,Thai Binh,20.4503,106.333,Vietnam,VN,VNM,Thái Bình,admin,210000,1704716027
Sanming,Sanming,26.23,117.58,China,CN,CHN,Fujian,minor,209444,1156294429
Pingliang,Pingliang,35.5304,106.6801,China,CN,CHN,Gansu,minor,207256,1156216904
Laoag,Laoag,18.1988,120.5936,Philippines,PH,PHL,Ilocos Norte,admin,207048,1608043510
Korla,Korla,41.73,86.15,China,CN,CHN,Xinjiang,minor,206373,1156965620
Jiutai,Jiutai,44.1447,125.8443,China,CN,CHN,Jilin,,205399,1156061722
Puqi,Puqi,29.7204,113.88,China,CN,CHN,Hubei,,205164,1156189796
Lampang,Lampang,18.2916,99.4813,Thailand,TH,THA,Lampang,admin,204081,1764081847
Sibu,Sibu,2.303,111.843,Malaysia,MY,MYS,Sarawak,,203832,1458970454
Lianzhou,Lianzhou,24.7815,112.3825,China,CN,CHN,Guangdong,minor,203639,1156020454
Agartala,Agartala,23.8354,91.28,India,IN,IND,Tripura,admin,203264,1356148992
Ongole,Ongole,15.5604,80.05,India,IN,IND,Andhra Pradesh,,202860,1356385136
Barisāl,Barisal,22.7004,90.375,Bangladesh,BD,BGD,Barisāl,admin,202242,1050297281
Chiniot,Chiniot,31.72,72.98,Pakistan,PK,PAK,Punjab,minor,201781,1586413435
Pingzhen,Pingzhen,24.9439,121.2161,Taiwan,TW,TWN,Taoyuan,,201632,1158047789
Puri,Puri,19.8204,85.9,India,IN,IND,Odisha,,201026,1356558409
Dindigul,Dindigul,10.38,78,India,IN,IND,Tamil Nādu ,,200797,1356106153
Haldia,Haldia,22.0257,88.0583,India,IN,IND,West Bengal,,200762,1356491171
Moratuwa,Moratuwa,6.7804,79.88,Sri Lanka,LK,LKA,Western,,200000,1144324309
Pokhara,Pokhara,28.264,83.972,Nepal,NP,NPL,,admin,200000,1524416084
Zhubei,Zhubei,24.8333,121.0119,Taiwan,TW,TWN,Hsinchu,admin,200000,1158417233
Batu Pahat,Batu Pahat,1.8504,102.9333,Malaysia,MY,MYS,Johor,,199619,1458310769
Huangyan,Huangyan,28.65,121.25,China,CN,CHN,Zhejiang,,198713,1156149186
Bulandshahr,Bulandshahr,28.4104,77.8484,India,IN,IND,Uttar Pradesh,,198612,1356067648
Ashino,Ashino,42.975,144.3747,Japan,JP,JPN,Hokkaidō,,198566,1392810778
Purnea,Purnea,25.7854,87.48,India,IN,IND,Bihār,,198453,1356486511
Martapura,Martapura,-3.4135,114.8365,Indonesia,ID,IDN,Kalimantan Selatan,minor,198239,1360139854
Thanh Hóa,Thanh Hoa,19.82,105.8,Vietnam,VN,VNM,Thanh Hóa,admin,197551,1704016079
Kōfu,Kofu,35.6504,138.5833,Japan,JP,JPN,Yamanashi,admin,197540,1392307565
Proddatūr,Proddatur,14.7504,78.57,India,IN,IND,Andhra Pradesh,,197451,1356025913
Gurgaon,Gurgaon,28.45,77.02,India,IN,IND,Haryāna,,197340,1356836043
Burhānpur,Burhanpur,21.3004,76.13,India,IN,IND,Madhya Pradesh,,197233,1356857493
Kure,Kure,34.251,132.5656,Japan,JP,JPN,Hiroshima,,196991,1392991987
Ghandinagar,Ghandinagar,23.3004,72.6399,India,IN,IND,Gujarāt,admin,195891,1356140914
Naka,Naka,37.4504,138.86,Japan,JP,JPN,Niigata,,195318,1392479949
Tarakan,Tarakan,3.3,117.633,Indonesia,ID,IDN,Kalimantan Utara,,193069,1360080072
Machilīpatnam,Machilipatnam,16.2004,81.18,India,IN,IND,Andhra Pradesh,,192827,1356067784
Dunhua,Dunhua,43.3505,128.22,China,CN,CHN,Jilin,,191870,1156058709
Muar,Muar,2.0337,102.5666,Malaysia,MY,MYS,Johor,,191346,1458170112
Bhiwāni,Bhiwani,28.81,76.125,India,IN,IND,Haryāna,,190855,1356780092
Butuan,Butuan,8.9495,125.5436,Philippines,PH,PHL,Butuan,admin,190557,1608000722
Saddiqabad,Saddiqabad,28.3006,70.1302,Pakistan,PK,PAK,Punjab,,189876,1586378758
Sơn Tây,Son Tay,21.1382,105.505,Vietnam,VN,VNM,Hà Nội,minor,189547,1704714941
Đồng Hới,Dong Hoi,17.4833,106.6,Vietnam,VN,VNM,Quảng Bình,admin,189265,1704323043
Nandyāl,Nandyal,15.5204,78.48,India,IN,IND,Andhra Pradesh,,188654,1356671879
Ternate,Ternate,0.793,127.363,Indonesia,ID,IDN,Maluku Utara,,187521,1360041663
Madiun,Madiun,-7.6346,111.515,Indonesia,ID,IDN,Jawa Timur,,186099,1360921516
Tarlac City,Tarlac City,15.4838,120.5834,Philippines,PH,PHL,Tarlac,admin,183930,1608237027
Bhusāval,Bhusaval,21.02,75.83,India,IN,IND,Mahārāshtra,,183001,1356338789
Pinrang,Pinrang,-3.7857,119.6522,Indonesia,ID,IDN,Sulawesi Selatan,minor,182731,1360941841
Birāṭnagar,Biratnagar,26.4837,87.2833,Nepal,NP,NPL,,admin,182324,1524520011
Bahraigh,Bahraigh,27.6204,81.6699,India,IN,IND,Uttar Pradesh,,182218,1356833304
Tonk,Tonk,26.1505,75.79,India,IN,IND,Rājasthān,,181734,1356991408
Probolinggo,Probolinggo,-7.7496,113.15,Indonesia,ID,IDN,Jawa Timur,,181656,1360138476
Sirsa,Sirsa,29.4904,75.03,India,IN,IND,Haryāna,,181639,1356966764
Anda,Anda,46.4,125.32,China,CN,CHN,Heilongjiang,minor,181533,1156142150
Hinthada,Hinthada,17.6483,95.4679,Burma,MM,MMR,Ayeyawady,,180728,1104524588
Gangneung,Gangneung,37.7559,128.8962,"Korea, South",KR,KOR,Gangwon,minor,180611,1410450550
Tāngāil,Tangail,24.25,89.92,Bangladesh,BD,BGD,Dhaka,,180144,1050628940
Zhaodong,Zhaodong,46.0804,125.98,China,CN,CHN,Heilongjiang,minor,179980,1156601489
Phan Rang-Tháp Chàm,Phan Rang-Thap Cham,11.567,108.9833,Vietnam,VN,VNM,Ninh Thuận,admin,179773,1704094609
Vizianagaram,Vizianagaram,18.1204,83.5,India,IN,IND,Andhra Pradesh,,179358,1356212761
Sittwe,Sittwe,20.14,92.88,Burma,MM,MMR,Rakhine State,admin,179032,1104269305
Si Racha,Si Racha,13.159,100.9287,Thailand,TH,THA,Chon Buri,minor,178916,1764003327
Vellore,Vellore,12.9204,79.15,India,IN,IND,Tamil Nādu ,,177081,1356977661
Alleppey,Alleppey,9.5004,76.37,India,IN,IND,Kerala,,176783,1356293762
Letpandan,Letpandan,17.7819,95.7415,Burma,MM,MMR,Bago,,176571,1104882792
Salatiga,Salatiga,-7.3095,110.4901,Indonesia,ID,IDN,Jawa Tengah,,176000,1360433768
Baicheng,Baicheng,23.8997,106.6133,China,CN,CHN,Guangxi,minor,175282,1156981113
Yangmei,Yangmei,24.9167,121.15,Taiwan,TW,TWN,Taoyuan,,175000,1158247880
Taitung,Taitung,22.7554,121.14,Taiwan,TW,TWN,Taitung,admin,175000,1158804050
Ōbiraki,Obiraki,40.57,140.47,Japan,JP,JPN,Aomori,,174972,1392794397
Takaoka,Takaoka,42.6504,141.55,Japan,JP,JPN,Hokkaidō,,174806,1392760442
Beppuchō,Beppucho,42.9304,143.17,Japan,JP,JPN,Hokkaidō,,173890,1392712158
Shimla,Shimla,31.1,77.1666,India,IN,IND,Himāchal Pradesh,admin,173503,1356962932
Hạ Long,Ha Long,20.9604,107.1,Vietnam,VN,VNM,Quảng Ninh,admin,172915,1704379547
Lishui,Lishui,28.4504,119.9,China,CN,CHN,Zhejiang,minor,172777,1156858793
Banyuwangi,Banyuwangi,-8.195,114.3696,Indonesia,ID,IDN,Jawa Timur,minor,172424,1360008480
Weinan,Weinan,34.5004,109.5001,China,CN,CHN,Shaanxi,minor,172321,1156903687
Bade,Bade,24.9575,121.2989,Taiwan,TW,TWN,Taoyuan,,172065,1158126203
Takaoka,Takaoka,36.67,137,Japan,JP,JPN,Toyama,,170077,1392754231
Fuyang,Fuyang,32.9004,115.82,China,CN,CHN,Anhui,,170023,1156248008
Kluang,Kluang,2.0383,103.3179,Malaysia,MY,MYS,Johor,,169828,1458692921
Jayapura,Jayapura,-2.533,140.7,Indonesia,ID,IDN,Papua,admin,169341,1360517692
Medinīpur,Medinipur,22.3304,87.15,India,IN,IND,West Bengal,,169127,1356432910
Hindupur,Hindupur,13.7804,77.49,India,IN,IND,Andhra Pradesh,,168312,1356805611
Bāramūla,Baramula,34.2004,74.35,India,IN,IND,Jammu and Kashmīr,,167986,1356671176
Jamālpur,Jamalpur,24.9004,89.95,Bangladesh,BD,BGD,Mymensingh,,167900,1050233680
Ormoc,Ormoc,11.0643,124.6075,Philippines,PH,PHL,Ormoc,admin,167584,1608269612
Fatehpur,Fatehpur,25.8804,80.8,India,IN,IND,Uttar Pradesh,,166480,1356059135
Dibrugarh,Dibrugarh,27.4833,94.9,India,IN,IND,Assam,,166366,1356100193
Hà Tĩnh,Ha Tinh,18.3338,105.9,Vietnam,VN,VNM,Hà Tĩnh,admin,165396,1704544061
Kendari,Kendari,-3.9553,122.5973,Indonesia,ID,IDN,Sulawesi Tenggara,admin,165377,1360992102
Nantou,Nantou,23.9167,120.6833,Taiwan,TW,TWN,Nantou,admin,165000,1158112865
Serang,Serang,-6.11,106.1496,Indonesia,ID,IDN,Banten,admin,164767,1360329102
Sitalpur,Sitalpur,27.63,80.75,India,IN,IND,Uttar Pradesh,,164435,1356838415
Phitsanulok,Phitsanulok,16.8283,100.2729,Thailand,TH,THA,Phitsanulok,admin,164017,1764140981
Myingyan,Myingyan,21.4618,95.3914,Burma,MM,MMR,Mandalay,,163812,1104162015
Dagupan City,Dagupan City,16.0479,120.3408,Philippines,PH,PHL,Dagupan,admin,163676,1608530964
Navsāri,Navsari,20.8504,72.92,India,IN,IND,Gujarāt,,163000,1356120513
Simao,Simao,22.7807,100.9782,China,CN,CHN,Yunnan,minor,162725,1156008347
Budaun,Budaun,28.03,79.09,India,IN,IND,Uttar Pradesh,,161555,1356639213
Xiaoganzhan,Xiaoganzhan,30.9204,113.9,China,CN,CHN,Hubei,,160437,1156002290
Taunggyi,Taunggyi,20.782,97.038,Burma,MM,MMR,Shan State,admin,160115,1104364374
Pagadian,Pagadian,7.853,123.507,Philippines,PH,PHL,Zamboanga del Sur,admin,159590,1608329397
Cuddalore,Cuddalore,11.7204,79.77,India,IN,IND,Tamil Nādu ,,158569,1356544008
Harīpur,Haripur,31.52,75.98,India,IN,IND,Punjab,,158142,1356141115
Surat Thani,Surat Thani,9.1501,99.3401,Thailand,TH,THA,Surat Thani,admin,157627,1764338230
Puerto Princesa,Puerto Princesa,9.7543,118.7444,Philippines,PH,PHL,Puerto Princesa,admin,157144,1608455700
Matsue,Matsue,35.467,133.0666,Japan,JP,JPN,Shimane,admin,156811,1392692238
Dali,Dali,25.7,100.18,China,CN,CHN,Yunnan,,156685,1156840276
Yulinshi,Yulinshi,38.2833,109.7333,China,CN,CHN,Shaanxi,,155960,1156280672
Muroran,Muroran,42.35,140.98,Japan,JP,JPN,Hokkaidō,,155676,1392259868
Kyŏngju,Kyongju,35.8428,129.2117,"Korea, South",KR,KOR,Gyeongbuk,,155237,1410173146
Conjeeveram,Conjeeveram,12.8337,79.7167,India,IN,IND,Tamil Nādu ,,155029,1356148941
Beian,Beian,48.239,126.482,China,CN,CHN,Heilongjiang,,154936,1156084414
Battambang,Battambang,13.1,103.2,Cambodia,KH,KHM,Battambang,admin,154773,1116106237
Guangshui,Guangshui,31.6204,114,China,CN,CHN,Hubei,,154771,1156267419
Pathum Thani,Pathum Thani,14.0171,100.5333,Thailand,TH,THA,Pathum Thani,admin,154412,1764434288
Tottori,Tottori,35.5004,134.2333,Japan,JP,JPN,Tottori,,154098,1392416969
Fyzābād,Fyzabad,26.7504,82.17,India,IN,IND,Uttar Pradesh,,153047,1356032860
Dingzhou,Dingzhou,38.5004,115,China,CN,CHN,Hebei,,152934,1156656582
Silchar,Silchar,24.7904,92.79,India,IN,IND,Assam,,152393,1356102467
Kaihua,Kaihua,23.3724,104.2497,China,CN,CHN,Yunnan,minor,152388,1156017759
Mudon,Mudon,16.2618,97.7215,Burma,MM,MMR,Mon State,,152300,1104174785
Deyang,Deyang,31.1333,104.4,China,CN,CHN,Sichuan,minor,152194,1156127147
Bintulu,Bintulu,3.1664,113.036,Malaysia,MY,MYS,Sarawak,,151617,1458164361
Yilan,Yilan,24.75,121.75,Taiwan,TW,TWN,Yilan,admin,150000,1158534780
Miaoli,Miaoli,24.57,120.82,Taiwan,TW,TWN,Miaoli,admin,150000,1158446494
Pattani,Pattani,6.864,101.25,Thailand,TH,THA,Pattani,admin,150000,1764277891
Cao Lãnh,Cao Lanh,10.467,105.636,Vietnam,VN,VNM,Đồng Tháp,admin,149837,1704276832
Xicheng,Xicheng,23.38,103.1501,China,CN,CHN,Yunnan,minor,149105,1156161838
Palangkaraya,Palangkaraya,-2.2096,113.91,Indonesia,ID,IDN,Kalimantan Tengah,admin,148289,1360268553
Jiayuguan,Jiayuguan,39.82,98.3,China,CN,CHN,Gansu,minor,148279,1156177210
Yala,Yala,6.5505,101.2851,Thailand,TH,THA,Yala,admin,148140,1764430323
Lạng Sơn,Lang Son,21.846,106.757,Vietnam,VN,VNM,Lạng Sơn,admin,148000,1704004349
Trang,Trang,7.5634,99.608,Thailand,TH,THA,Trang,admin,147820,1764343817
Turbat,Turbat,25.9918,63.0718,Pakistan,PK,PAK,Balochistān,,147791,1586017339
Ambāla,Ambala,30.32,76.82,India,IN,IND,Haryāna,,146787,1356947216
Cam Ranh,Cam Ranh,11.902,109.2207,Vietnam,VN,VNM,Khánh Hòa,,146771,1704104189
Dawei,Dawei,14.098,98.195,Burma,MM,MMR,Taninthayi,admin,146212,1104373474
Hanzhong,Hanzhong,33.13,107.03,China,CN,CHN,Shaanxi,,145986,1156382678
Krishnanagar,Krishnanagar,23.3803,88.53,India,IN,IND,West Bengal,,145926,1356128689
Phra Nakhon Si Ayutthaya,Phra Nakhon Si Ayutthaya,14.3588,100.5684,Thailand,TH,THA,Phra Nakhon Si Ayutthaya,admin,145615,1764002329
Kolār,Kolar,13.1337,78.1334,India,IN,IND,Karnātaka,,144625,1356953848
Jinchang,Jinchang,38.4957,102.1739,China,CN,CHN,Gansu,minor,144363,1156184861
Otaru,Otaru,43.1887,140.9783,Japan,JP,JPN,Hokkaidō,,143792,1392240421
Pleiku,Pleiku,13.9833,108,Vietnam,VN,VNM,Gia Lai,admin,142900,1704220080
Nawābganj,Nawabganj,24.5804,88.35,Bangladesh,BD,BGD,Rājshāhi,,142361,1050253103
Altay,Altay,47.8666,88.1166,China,CN,CHN,Xinjiang,minor,142000,1156855629
Jieshou,Jieshou,33.2504,115.35,China,CN,CHN,Anhui,,141993,1156304827
Phuket,Phuket,7.8765,98.3815,Thailand,TH,THA,Phuket,admin,141618,1764327831
Nong’an,Nong'an,44.4304,125.1701,China,CN,CHN,Jilin,minor,141482,1156278589
Lhokseumawe,Lhokseumawe,5.1914,97.1415,Indonesia,ID,IDN,Aceh,,140322,1360418625
Dunhuang,Dunhuang,40.1427,94.662,China,CN,CHN,Gansu,,140094,1156068377
Kumbakonam,Kumbakonam,10.9805,79.4,India,IN,IND,Tamil Nādu ,,139264,1356172305
Myitkyina,Myitkyina,25.3596,97.3928,Burma,MM,MMR,Kachin State,admin,139100,1104327329
Tiruvannāmalai,Tiruvannamalai,12.2604,79.1,India,IN,IND,Tamil Nādu ,,138243,1356561184
